,uid,vid,source
60,1834,886,dataset_ubicomp2013_checkins.txt
61,51957,435580,dataset_ubicomp2013_checkins.txt
62,39766,1289,dataset_ubicomp2013_checkins.txt
63,24794,209,dataset_ubicomp2013_checkins.txt
64,158442,52719,dataset_ubicomp2013_checkins.txt
65,48083,26191,dataset_ubicomp2013_checkins.txt
66,6998,10324,dataset_ubicomp2013_checkins.txt
67,51939,26289,dataset_ubicomp2013_checkins.txt
68,80487,13015,dataset_ubicomp2013_checkins.txt
69,51946,70246,dataset_ubicomp2013_checkins.txt
70,78151,31748,dataset_ubicomp2013_checkins.txt
71,24436,8713,dataset_ubicomp2013_checkins.txt
72,37459,15692,dataset_ubicomp2013_checkins.txt
73,11418,6894,dataset_ubicomp2013_checkins.txt
74,49161,7913,dataset_ubicomp2013_checkins.txt
75,30955,23209,dataset_ubicomp2013_checkins.txt
76,71476,170319,dataset_ubicomp2013_checkins.txt
77,28102,17546,dataset_ubicomp2013_checkins.txt
78,48997,6956,dataset_ubicomp2013_checkins.txt
79,55316,24535,dataset_ubicomp2013_checkins.txt
80,119448,17697,dataset_ubicomp2013_checkins.txt
81,231211,407167,dataset_ubicomp2013_checkins.txt
82,32738,7357,dataset_ubicomp2013_checkins.txt
83,129977,17415,dataset_ubicomp2013_checkins.txt
84,91070,22218,dataset_ubicomp2013_checkins.txt
85,50503,22218,dataset_ubicomp2013_checkins.txt
86,208163,174401,dataset_ubicomp2013_checkins.txt
87,38272,480,dataset_ubicomp2013_checkins.txt
88,264057,131078,dataset_ubicomp2013_checkins.txt
89,43577,1376,dataset_ubicomp2013_checkins.txt
90,210809,30518,dataset_ubicomp2013_checkins.txt
91,59283,1492,dataset_ubicomp2013_checkins.txt
92,74111,655,dataset_ubicomp2013_checkins.txt
93,17374,25751,dataset_ubicomp2013_checkins.txt
94,21501,9953,dataset_ubicomp2013_checkins.txt
95,80552,29816,dataset_ubicomp2013_checkins.txt
96,237785,813,dataset_ubicomp2013_checkins.txt
97,86519,72714,dataset_ubicomp2013_checkins.txt
98,258400,169196,dataset_ubicomp2013_checkins.txt
99,11418,40177,dataset_ubicomp2013_checkins.txt
100,183433,114,dataset_ubicomp2013_checkins.txt
101,28102,14355,dataset_ubicomp2013_checkins.txt
102,204573,210,dataset_ubicomp2013_checkins.txt
103,16049,20969,dataset_ubicomp2013_checkins.txt
104,1319,47569,dataset_ubicomp2013_checkins.txt
105,53523,17830,dataset_ubicomp2013_checkins.txt
106,29211,20445,dataset_ubicomp2013_checkins.txt
107,118847,21817,dataset_ubicomp2013_checkins.txt
108,34323,19897,dataset_ubicomp2013_checkins.txt
109,2033,14327,dataset_ubicomp2013_checkins.txt
110,429,9945,dataset_ubicomp2013_checkins.txt
111,20423,11134,dataset_ubicomp2013_checkins.txt
112,9409,68216,dataset_ubicomp2013_checkins.txt
113,144261,2660,dataset_ubicomp2013_checkins.txt
114,56697,33675,dataset_ubicomp2013_checkins.txt
115,36242,184106,dataset_ubicomp2013_checkins.txt
116,22938,11954,dataset_ubicomp2013_checkins.txt
117,20423,49340,dataset_ubicomp2013_checkins.txt
118,30476,985,dataset_ubicomp2013_checkins.txt
119,109481,52135,dataset_ubicomp2013_checkins.txt
120,76657,15960,dataset_ubicomp2013_checkins.txt
121,39957,20497,dataset_ubicomp2013_checkins.txt
122,2228,12903,dataset_ubicomp2013_checkins.txt
123,50631,70970,dataset_ubicomp2013_checkins.txt
124,38456,147002,dataset_ubicomp2013_checkins.txt
125,32744,9707,dataset_ubicomp2013_checkins.txt
126,98568,1394,dataset_ubicomp2013_checkins.txt
127,2949,125941,dataset_ubicomp2013_checkins.txt
128,22719,6995,dataset_ubicomp2013_checkins.txt
129,130314,11907,dataset_ubicomp2013_checkins.txt
130,54949,39242,dataset_ubicomp2013_checkins.txt
131,82146,1651,dataset_ubicomp2013_checkins.txt
132,8767,15071,dataset_ubicomp2013_checkins.txt
133,78645,239,dataset_ubicomp2013_checkins.txt
134,39836,15743,dataset_ubicomp2013_checkins.txt
135,170632,39364,dataset_ubicomp2013_checkins.txt
136,32640,4987,dataset_ubicomp2013_checkins.txt
137,69788,349,dataset_ubicomp2013_checkins.txt
138,45720,108408,dataset_ubicomp2013_checkins.txt
139,11067,75007,dataset_ubicomp2013_checkins.txt
140,49029,139117,dataset_ubicomp2013_checkins.txt
141,53523,15071,dataset_ubicomp2013_checkins.txt
142,224175,6232,dataset_ubicomp2013_checkins.txt
143,25624,2538,dataset_ubicomp2013_checkins.txt
144,133970,41096,dataset_ubicomp2013_checkins.txt
145,45720,28788,dataset_ubicomp2013_checkins.txt
146,26013,17698,dataset_ubicomp2013_checkins.txt
147,202050,21817,dataset_ubicomp2013_checkins.txt
148,9320,22366,dataset_ubicomp2013_checkins.txt
149,158442,68216,dataset_ubicomp2013_checkins.txt
150,34323,8164,dataset_ubicomp2013_checkins.txt
151,27483,19393,dataset_ubicomp2013_checkins.txt
152,47991,476,dataset_ubicomp2013_checkins.txt
153,96231,11846,dataset_ubicomp2013_checkins.txt
154,23442,13621,dataset_ubicomp2013_checkins.txt
155,186359,15752,dataset_ubicomp2013_checkins.txt
156,133970,15085,dataset_ubicomp2013_checkins.txt
157,59283,16683,dataset_ubicomp2013_checkins.txt
158,126257,19807,dataset_ubicomp2013_checkins.txt
159,204208,13589,dataset_ubicomp2013_checkins.txt
160,51957,435580,dataset_ubicomp2013_checkins.txt
161,178972,6518,dataset_ubicomp2013_checkins.txt
162,48083,59697,dataset_ubicomp2013_checkins.txt
163,25948,28675,dataset_ubicomp2013_checkins.txt
164,52563,19359,dataset_ubicomp2013_checkins.txt
165,178972,51152,dataset_ubicomp2013_checkins.txt
166,49522,116111,dataset_ubicomp2013_checkins.txt
167,13693,1289,dataset_ubicomp2013_checkins.txt
168,147677,24419,dataset_ubicomp2013_checkins.txt
169,44739,10324,dataset_ubicomp2013_checkins.txt
170,139307,24496,dataset_ubicomp2013_checkins.txt
171,44226,638,dataset_ubicomp2013_checkins.txt
172,111375,34618,dataset_ubicomp2013_checkins.txt
173,54949,39242,dataset_ubicomp2013_checkins.txt
174,17734,309,dataset_ubicomp2013_checkins.txt
175,59283,31813,dataset_ubicomp2013_checkins.txt
176,1193,12903,dataset_ubicomp2013_checkins.txt
177,59959,5222,dataset_ubicomp2013_checkins.txt
178,850,1031,dataset_ubicomp2013_checkins.txt
179,82252,16020,dataset_ubicomp2013_checkins.txt
180,51445,64971,dataset_ubicomp2013_checkins.txt
181,68370,82441,dataset_ubicomp2013_checkins.txt
182,181644,12575,dataset_ubicomp2013_checkins.txt
183,5159,12741,dataset_ubicomp2013_checkins.txt
184,149253,14102,dataset_ubicomp2013_checkins.txt
185,139307,37586,dataset_ubicomp2013_checkins.txt
186,29211,98639,dataset_ubicomp2013_checkins.txt
187,49029,139117,dataset_ubicomp2013_checkins.txt
188,86519,14334,dataset_ubicomp2013_checkins.txt
189,43734,151325,dataset_ubicomp2013_checkins.txt
190,71985,21657,dataset_ubicomp2013_checkins.txt
191,38956,26199,dataset_ubicomp2013_checkins.txt
192,2358,6856,dataset_ubicomp2013_checkins.txt
193,51957,435580,dataset_ubicomp2013_checkins.txt
194,37934,11362,dataset_ubicomp2013_checkins.txt
195,149253,13101,dataset_ubicomp2013_checkins.txt
196,11206,11734,dataset_ubicomp2013_checkins.txt
197,1267,24124,dataset_ubicomp2013_checkins.txt
198,17476,639,dataset_ubicomp2013_checkins.txt
199,63432,751,dataset_ubicomp2013_checkins.txt
200,62068,360,dataset_ubicomp2013_checkins.txt
201,748,25753,dataset_ubicomp2013_checkins.txt
202,24672,22218,dataset_ubicomp2013_checkins.txt
203,11367,24355,dataset_ubicomp2013_checkins.txt
204,2228,649,dataset_ubicomp2013_checkins.txt
205,181644,57268,dataset_ubicomp2013_checkins.txt
206,41751,751,dataset_ubicomp2013_checkins.txt
207,116148,73254,dataset_ubicomp2013_checkins.txt
208,238676,172,dataset_ubicomp2013_checkins.txt
209,36661,50168,dataset_ubicomp2013_checkins.txt
210,130314,11907,dataset_ubicomp2013_checkins.txt
211,27935,41096,dataset_ubicomp2013_checkins.txt
212,53868,23136,dataset_ubicomp2013_checkins.txt
213,8146,700,dataset_ubicomp2013_checkins.txt
214,44555,81616,dataset_ubicomp2013_checkins.txt
215,141794,75029,dataset_ubicomp2013_checkins.txt
216,6083,80645,dataset_ubicomp2013_checkins.txt
217,17387,17698,dataset_ubicomp2013_checkins.txt
218,16654,13227,dataset_ubicomp2013_checkins.txt
219,58020,419,dataset_ubicomp2013_checkins.txt
220,13356,9684,dataset_ubicomp2013_checkins.txt
221,13356,42775,dataset_ubicomp2013_checkins.txt
222,256434,54085,dataset_ubicomp2013_checkins.txt
223,287,37983,dataset_ubicomp2013_checkins.txt
224,12382,925,dataset_ubicomp2013_checkins.txt
225,7067,813,dataset_ubicomp2013_checkins.txt
226,51445,64971,dataset_ubicomp2013_checkins.txt
227,27075,5744,dataset_ubicomp2013_checkins.txt
228,50343,24123,dataset_ubicomp2013_checkins.txt
229,151828,362,dataset_ubicomp2013_checkins.txt
230,26015,16364,dataset_ubicomp2013_checkins.txt
231,249013,1193,dataset_ubicomp2013_checkins.txt
232,34323,26754,dataset_ubicomp2013_checkins.txt
233,43198,21345,dataset_ubicomp2013_checkins.txt
234,214716,787,dataset_ubicomp2013_checkins.txt
235,91070,22218,dataset_ubicomp2013_checkins.txt
236,49807,180,dataset_ubicomp2013_checkins.txt
237,110689,958,dataset_ubicomp2013_checkins.txt
238,29193,945,dataset_ubicomp2013_checkins.txt
239,53203,1192,dataset_ubicomp2013_checkins.txt
240,50503,19432,dataset_ubicomp2013_checkins.txt
241,104627,145078,dataset_ubicomp2013_checkins.txt
242,70202,29092,dataset_ubicomp2013_checkins.txt
243,8132,21324,dataset_ubicomp2013_checkins.txt
244,2228,7908,dataset_ubicomp2013_checkins.txt
245,26289,11965,dataset_ubicomp2013_checkins.txt
246,91070,35085,dataset_ubicomp2013_checkins.txt
247,20640,9476,dataset_ubicomp2013_checkins.txt
248,27483,399651,dataset_ubicomp2013_checkins.txt
249,48133,8433,dataset_ubicomp2013_checkins.txt
250,57056,564,dataset_ubicomp2013_checkins.txt
251,54459,4797,dataset_ubicomp2013_checkins.txt
252,216629,14950,dataset_ubicomp2013_checkins.txt
253,17034,61132,dataset_ubicomp2013_checkins.txt
254,107580,486,dataset_ubicomp2013_checkins.txt
255,58953,9707,dataset_ubicomp2013_checkins.txt
256,39802,549,dataset_ubicomp2013_checkins.txt
257,134523,602,dataset_ubicomp2013_checkins.txt
258,31945,12719,dataset_ubicomp2013_checkins.txt
259,149253,34743,dataset_ubicomp2013_checkins.txt
260,60486,72017,dataset_ubicomp2013_checkins.txt
261,13356,27274,dataset_ubicomp2013_checkins.txt
262,24973,85776,dataset_ubicomp2013_checkins.txt
263,91513,22268,dataset_ubicomp2013_checkins.txt
264,53545,64680,dataset_ubicomp2013_checkins.txt
265,34654,15577,dataset_ubicomp2013_checkins.txt
266,157966,161625,dataset_ubicomp2013_checkins.txt
267,2228,4865,dataset_ubicomp2013_checkins.txt
268,143004,974,dataset_ubicomp2013_checkins.txt
269,252332,17697,dataset_ubicomp2013_checkins.txt
270,36242,128646,dataset_ubicomp2013_checkins.txt
271,182169,19178,dataset_ubicomp2013_checkins.txt
272,193339,102886,dataset_ubicomp2013_checkins.txt
273,248690,16055,dataset_ubicomp2013_checkins.txt
274,48143,355,dataset_ubicomp2013_checkins.txt
275,258663,1101,dataset_ubicomp2013_checkins.txt
276,233025,8334,dataset_ubicomp2013_checkins.txt
277,222643,13047,dataset_ubicomp2013_checkins.txt
278,4919,13927,dataset_ubicomp2013_checkins.txt
279,62083,15529,dataset_ubicomp2013_checkins.txt
280,13530,449,dataset_ubicomp2013_checkins.txt
281,47260,15930,dataset_ubicomp2013_checkins.txt
282,117498,1101,dataset_ubicomp2013_checkins.txt
283,40332,955,dataset_ubicomp2013_checkins.txt
284,29921,9204,dataset_ubicomp2013_checkins.txt
285,8388,51660,dataset_ubicomp2013_checkins.txt
286,23050,51152,dataset_ubicomp2013_checkins.txt
287,18179,1002,dataset_ubicomp2013_checkins.txt
288,208163,1394,dataset_ubicomp2013_checkins.txt
289,64175,6293,dataset_ubicomp2013_checkins.txt
290,149253,15176,dataset_ubicomp2013_checkins.txt
291,2358,7797,dataset_ubicomp2013_checkins.txt
292,6360,15944,dataset_ubicomp2013_checkins.txt
293,26958,13016,dataset_ubicomp2013_checkins.txt
294,2337,61274,dataset_ubicomp2013_checkins.txt
295,202998,39230,dataset_ubicomp2013_checkins.txt
296,45606,44116,dataset_ubicomp2013_checkins.txt
297,65514,523,dataset_ubicomp2013_checkins.txt
298,86698,1476,dataset_ubicomp2013_checkins.txt
299,18345,1157,dataset_ubicomp2013_checkins.txt
300,45720,24001,dataset_ubicomp2013_checkins.txt
301,208163,18253,dataset_ubicomp2013_checkins.txt
302,6998,8224,dataset_ubicomp2013_checkins.txt
303,27882,18151,dataset_ubicomp2013_checkins.txt
304,2637,7680,dataset_ubicomp2013_checkins.txt
305,2033,14327,dataset_ubicomp2013_checkins.txt
306,236265,12458,dataset_ubicomp2013_checkins.txt
307,29949,6897,dataset_ubicomp2013_checkins.txt
308,21501,6087,dataset_ubicomp2013_checkins.txt
309,13650,189,dataset_ubicomp2013_checkins.txt
310,29020,1086,dataset_ubicomp2013_checkins.txt
311,59284,19178,dataset_ubicomp2013_checkins.txt
312,131041,26194,dataset_ubicomp2013_checkins.txt
313,234704,8328,dataset_ubicomp2013_checkins.txt
314,50246,1031,dataset_ubicomp2013_checkins.txt
315,2228,14102,dataset_ubicomp2013_checkins.txt
316,1363,845,dataset_ubicomp2013_checkins.txt
317,146757,4815,dataset_ubicomp2013_checkins.txt
318,43577,1231,dataset_ubicomp2013_checkins.txt
319,137169,10965,dataset_ubicomp2013_checkins.txt
320,34710,15193,dataset_ubicomp2013_checkins.txt
321,84147,1157,dataset_ubicomp2013_checkins.txt
322,179607,26289,dataset_ubicomp2013_checkins.txt
323,62083,20023,dataset_ubicomp2013_checkins.txt
324,287,3219,dataset_ubicomp2013_checkins.txt
325,8108,3310,dataset_ubicomp2013_checkins.txt
326,181644,57268,dataset_ubicomp2013_checkins.txt
327,31106,4156,dataset_ubicomp2013_checkins.txt
328,24672,15936,dataset_ubicomp2013_checkins.txt
329,39836,33260,dataset_ubicomp2013_checkins.txt
330,38261,51304,dataset_ubicomp2013_checkins.txt
331,38272,24419,dataset_ubicomp2013_checkins.txt
332,54949,1064,dataset_ubicomp2013_checkins.txt
333,59977,640,dataset_ubicomp2013_checkins.txt
334,255138,16683,dataset_ubicomp2013_checkins.txt
335,6360,7792,dataset_ubicomp2013_checkins.txt
336,55316,1201,dataset_ubicomp2013_checkins.txt
337,120838,205,dataset_ubicomp2013_checkins.txt
338,1035,4749,dataset_ubicomp2013_checkins.txt
339,172212,133421,dataset_ubicomp2013_checkins.txt
340,43127,12222,dataset_ubicomp2013_checkins.txt
341,242978,46763,dataset_ubicomp2013_checkins.txt
342,6083,39815,dataset_ubicomp2013_checkins.txt
343,6886,21404,dataset_ubicomp2013_checkins.txt
344,170,5575,dataset_ubicomp2013_checkins.txt
345,82252,26577,dataset_ubicomp2013_checkins.txt
346,24074,39242,dataset_ubicomp2013_checkins.txt
347,219833,3184,dataset_ubicomp2013_checkins.txt
348,6998,10782,dataset_ubicomp2013_checkins.txt
349,62603,35623,dataset_ubicomp2013_checkins.txt
350,210809,41141,dataset_ubicomp2013_checkins.txt
351,63761,17675,dataset_ubicomp2013_checkins.txt
352,71211,135754,dataset_ubicomp2013_checkins.txt
353,12176,13341,dataset_ubicomp2013_checkins.txt
354,26168,10383,dataset_ubicomp2013_checkins.txt
355,143004,186,dataset_ubicomp2013_checkins.txt
356,31322,4821,dataset_ubicomp2013_checkins.txt
357,207123,1124,dataset_ubicomp2013_checkins.txt
358,34710,4472,dataset_ubicomp2013_checkins.txt
359,68370,82441,dataset_ubicomp2013_checkins.txt
360,94175,11134,dataset_ubicomp2013_checkins.txt
361,43905,68935,dataset_ubicomp2013_checkins.txt
362,69549,52,dataset_ubicomp2013_checkins.txt
363,24973,21324,dataset_ubicomp2013_checkins.txt
364,54949,39242,dataset_ubicomp2013_checkins.txt
365,13799,35260,dataset_ubicomp2013_checkins.txt
366,12310,18222,dataset_ubicomp2013_checkins.txt
367,57014,564,dataset_ubicomp2013_checkins.txt
368,93642,17983,dataset_ubicomp2013_checkins.txt
369,253922,12047,dataset_ubicomp2013_checkins.txt
370,12215,122632,dataset_ubicomp2013_checkins.txt
371,222469,1443163,dataset_ubicomp2013_checkins.txt
372,40332,53814,dataset_ubicomp2013_checkins.txt
373,219833,123456,dataset_ubicomp2013_checkins.txt
374,181505,13307,dataset_ubicomp2013_checkins.txt
375,39371,507,dataset_ubicomp2013_checkins.txt
376,53109,17689,dataset_ubicomp2013_checkins.txt
377,29020,17591,dataset_ubicomp2013_checkins.txt
378,66858,21598,dataset_ubicomp2013_checkins.txt
379,43477,10160,dataset_ubicomp2013_checkins.txt
380,49774,27704,dataset_ubicomp2013_checkins.txt
381,87167,130669,dataset_ubicomp2013_checkins.txt
382,54393,99849,dataset_ubicomp2013_checkins.txt
383,13298,136990,dataset_ubicomp2013_checkins.txt
384,68370,24419,dataset_ubicomp2013_checkins.txt
385,201683,33260,dataset_ubicomp2013_checkins.txt
386,18568,6120,dataset_ubicomp2013_checkins.txt
387,247092,1376,dataset_ubicomp2013_checkins.txt
388,37934,6856,dataset_ubicomp2013_checkins.txt
389,22239,31117,dataset_ubicomp2013_checkins.txt
390,83311,143225,dataset_ubicomp2013_checkins.txt
391,47683,51231,dataset_ubicomp2013_checkins.txt
392,24973,42406,dataset_ubicomp2013_checkins.txt
393,42406,21558,dataset_ubicomp2013_checkins.txt
394,87557,69265,dataset_ubicomp2013_checkins.txt
395,287,23374,dataset_ubicomp2013_checkins.txt
396,156694,276983,dataset_ubicomp2013_checkins.txt
397,29366,1066,dataset_ubicomp2013_checkins.txt
398,118746,15189,dataset_ubicomp2013_checkins.txt
399,30935,21397,dataset_ubicomp2013_checkins.txt
400,59796,21547,dataset_ubicomp2013_checkins.txt
401,49255,6120,dataset_ubicomp2013_checkins.txt
402,231094,21677,dataset_ubicomp2013_checkins.txt
403,57056,9870,dataset_ubicomp2013_checkins.txt
404,118709,61285,dataset_ubicomp2013_checkins.txt
405,105313,36580,dataset_ubicomp2013_checkins.txt
406,68691,151381,dataset_ubicomp2013_checkins.txt
407,19335,8832,dataset_ubicomp2013_checkins.txt
408,229361,5622,dataset_ubicomp2013_checkins.txt
409,208163,4705,dataset_ubicomp2013_checkins.txt
410,25336,101591,dataset_ubicomp2013_checkins.txt
411,48071,9460,dataset_ubicomp2013_checkins.txt
412,40407,909,dataset_ubicomp2013_checkins.txt
413,69614,29910,dataset_ubicomp2013_checkins.txt
414,136058,10904,dataset_ubicomp2013_checkins.txt
415,53938,29660,dataset_ubicomp2013_checkins.txt
416,3517,917,dataset_ubicomp2013_checkins.txt
417,149253,7859,dataset_ubicomp2013_checkins.txt
418,58856,71745,dataset_ubicomp2013_checkins.txt
419,66089,1036,dataset_ubicomp2013_checkins.txt
420,9962,20969,dataset_ubicomp2013_checkins.txt
421,178067,43225,dataset_ubicomp2013_checkins.txt
422,43198,21345,dataset_ubicomp2013_checkins.txt
423,188400,25295,dataset_ubicomp2013_checkins.txt
424,6998,124164,dataset_ubicomp2013_checkins.txt
425,91070,22218,dataset_ubicomp2013_checkins.txt
426,45063,6375,dataset_ubicomp2013_checkins.txt
427,205455,9464,dataset_ubicomp2013_checkins.txt
428,200408,3421,dataset_ubicomp2013_checkins.txt
429,14842,9892,dataset_ubicomp2013_checkins.txt
430,202050,4556,dataset_ubicomp2013_checkins.txt
431,86038,3201,dataset_ubicomp2013_checkins.txt
432,65308,116552,dataset_ubicomp2013_checkins.txt
433,53783,13589,dataset_ubicomp2013_checkins.txt
434,27783,15599,dataset_ubicomp2013_checkins.txt
435,57014,6793,dataset_ubicomp2013_checkins.txt
436,59796,27315,dataset_ubicomp2013_checkins.txt
437,245,12862,dataset_ubicomp2013_checkins.txt
438,233597,15261,dataset_ubicomp2013_checkins.txt
439,31035,82051,dataset_ubicomp2013_checkins.txt
440,49702,2154515,dataset_ubicomp2013_checkins.txt
441,1771,66081,dataset_ubicomp2013_checkins.txt
442,188400,19178,dataset_ubicomp2013_checkins.txt
443,62189,1360,dataset_ubicomp2013_checkins.txt
444,53523,17835,dataset_ubicomp2013_checkins.txt
445,78151,103535,dataset_ubicomp2013_checkins.txt
446,149253,15176,dataset_ubicomp2013_checkins.txt
447,29638,8510,dataset_ubicomp2013_checkins.txt
448,11315,142,dataset_ubicomp2013_checkins.txt
449,38456,15061,dataset_ubicomp2013_checkins.txt
450,2337,19666,dataset_ubicomp2013_checkins.txt
451,45534,161625,dataset_ubicomp2013_checkins.txt
452,47859,21166,dataset_ubicomp2013_checkins.txt
453,238527,9953,dataset_ubicomp2013_checkins.txt
454,13383,6855,dataset_ubicomp2013_checkins.txt
455,182169,26193,dataset_ubicomp2013_checkins.txt
456,40407,16671,dataset_ubicomp2013_checkins.txt
457,61583,82441,dataset_ubicomp2013_checkins.txt
458,2443,15743,dataset_ubicomp2013_checkins.txt
459,51445,37990,dataset_ubicomp2013_checkins.txt
460,17238,82634,dataset_ubicomp2013_checkins.txt
461,44699,7796,dataset_ubicomp2013_checkins.txt
462,62736,20184,dataset_ubicomp2013_checkins.txt
463,132803,4156,dataset_ubicomp2013_checkins.txt
464,2033,14327,dataset_ubicomp2013_checkins.txt
465,52977,841,dataset_ubicomp2013_checkins.txt
466,149874,57281,dataset_ubicomp2013_checkins.txt
467,23408,7796,dataset_ubicomp2013_checkins.txt
468,252332,4376,dataset_ubicomp2013_checkins.txt
469,17238,9209,dataset_ubicomp2013_checkins.txt
470,111375,34618,dataset_ubicomp2013_checkins.txt
471,208163,10282,dataset_ubicomp2013_checkins.txt
472,121056,602,dataset_ubicomp2013_checkins.txt
473,185251,624655,dataset_ubicomp2013_checkins.txt
474,265965,200,dataset_ubicomp2013_checkins.txt
475,23524,82328,dataset_ubicomp2013_checkins.txt
476,14860,578,dataset_ubicomp2013_checkins.txt
477,43136,33149,dataset_ubicomp2013_checkins.txt
478,108537,5054,dataset_ubicomp2013_checkins.txt
479,14141,17698,dataset_ubicomp2013_checkins.txt
480,249065,11856,dataset_ubicomp2013_checkins.txt
481,32257,22183,dataset_ubicomp2013_checkins.txt
482,23634,6251,dataset_ubicomp2013_checkins.txt
483,38456,175522,dataset_ubicomp2013_checkins.txt
484,24672,11129,dataset_ubicomp2013_checkins.txt
485,53489,22463,dataset_ubicomp2013_checkins.txt
486,144261,181750,dataset_ubicomp2013_checkins.txt
487,59796,124204,dataset_ubicomp2013_checkins.txt
488,32791,65189,dataset_ubicomp2013_checkins.txt
489,133970,371,dataset_ubicomp2013_checkins.txt
490,9264,609,dataset_ubicomp2013_checkins.txt
491,25425,1448,dataset_ubicomp2013_checkins.txt
492,32552,4529,dataset_ubicomp2013_checkins.txt
493,178067,17692,dataset_ubicomp2013_checkins.txt
494,49161,30863,dataset_ubicomp2013_checkins.txt
495,10675,4561,dataset_ubicomp2013_checkins.txt
496,250033,34133,dataset_ubicomp2013_checkins.txt
497,59796,21547,dataset_ubicomp2013_checkins.txt
498,100409,21237,dataset_ubicomp2013_checkins.txt
499,4730,8606,dataset_ubicomp2013_checkins.txt
500,28031,86,dataset_ubicomp2013_checkins.txt
501,149253,34743,dataset_ubicomp2013_checkins.txt
502,73518,59059,dataset_ubicomp2013_checkins.txt
503,71236,908,dataset_ubicomp2013_checkins.txt
504,72,12222,dataset_ubicomp2013_checkins.txt
505,237070,1268,dataset_ubicomp2013_checkins.txt
506,91070,35085,dataset_ubicomp2013_checkins.txt
507,105313,25118,dataset_ubicomp2013_checkins.txt
508,147510,82051,dataset_ubicomp2013_checkins.txt
509,31014,34618,dataset_ubicomp2013_checkins.txt
510,55238,16020,dataset_ubicomp2013_checkins.txt
511,49391,14828,dataset_ubicomp2013_checkins.txt
512,36758,1092,dataset_ubicomp2013_checkins.txt
513,45063,13093,dataset_ubicomp2013_checkins.txt
514,116062,1292,dataset_ubicomp2013_checkins.txt
515,37676,507,dataset_ubicomp2013_checkins.txt
516,75708,18063,dataset_ubicomp2013_checkins.txt
517,21380,564,dataset_ubicomp2013_checkins.txt
518,34710,5779,dataset_ubicomp2013_checkins.txt
519,62189,12215,dataset_ubicomp2013_checkins.txt
