,uid,vid
572,1,16
573,1,6
574,1,0
575,1,0
576,1,3
577,1,0
578,1,4
579,1,10
580,1,0
581,1,3
582,1,13
583,1,4
584,1,21
585,1,1
586,1,2
587,1,0
588,1,1
589,1,12
590,1,2
591,1,1
592,1,0
593,1,0
594,1,0
595,1,11
596,1,1
597,1,0
598,1,1
599,1,0
600,1,16
601,1,1
602,1,7
603,1,4
604,1,5
605,1,1
606,1,15
607,1,3
608,1,0
609,1,0
610,1,2
611,1,10
612,1,14
613,1,4
614,1,2
615,1,10
616,1,2
617,1,45
618,1,3
619,1,10
620,1,0
621,1,2
622,1,0
623,1,0
624,1,3
625,1,3
626,1,3
627,1,0
628,1,0
629,1,0
630,1,0
631,1,2
632,1,12
633,1,0
634,1,4
635,1,4
636,1,1
637,1,0
638,1,3
639,1,0
640,1,0
641,1,5
642,1,7
643,1,1
644,1,14
645,1,4
646,1,3
647,1,0
648,1,2
649,1,2
650,1,4
651,1,32
652,1,2
653,1,2
654,1,24
655,1,1
656,1,0
657,1,20
658,1,19
659,1,3
660,1,1
661,1,0
662,1,10
663,1,0
664,1,0
665,1,3
666,1,11
667,1,5
668,1,7
669,1,1
670,1,3
671,1,2
672,1,5
673,1,0
674,1,19
675,1,5
676,1,2
677,1,2
678,1,3
679,1,0
680,1,16
681,1,1
682,1,2
683,1,0
684,1,5
685,1,0
686,1,0
687,1,2
688,1,5
689,1,11
690,1,0
691,1,2
692,1,2
693,1,1
694,1,1
695,1,2
696,1,1
697,1,0
698,1,2
699,1,0
700,1,6
701,1,5
702,1,4
703,1,0
704,1,0
705,1,9
706,1,4
707,1,0
708,1,1
709,1,1
710,1,13
711,1,0
712,1,2
713,1,2
714,1,0
715,1,1
716,1,5
717,1,1
718,1,21
719,1,0
720,1,30
721,1,7
722,1,1
723,1,0
724,1,0
725,1,6
726,1,1
727,1,1
728,1,6
729,1,0
730,1,8
731,1,3
732,1,0
733,1,9
734,1,2
735,1,2
736,1,5
737,1,3
738,1,3
739,1,10
740,1,3
741,1,0
742,1,16
743,1,2
744,1,0
745,1,1
746,1,2
747,1,8
748,1,10
749,1,9
750,1,19
751,1,1
752,1,0
753,1,5
754,1,2
755,1,0
756,1,8
757,1,6
758,1,8
759,1,0
760,1,1
761,1,2
762,1,0
763,1,0
764,1,0
765,1,3
766,1,5
767,1,0
768,1,9
769,1,2
770,1,0
771,1,9
772,1,5
773,1,21
774,1,3
775,1,0
776,1,5
777,1,0
778,1,0
779,1,1
780,1,2
781,1,6
782,1,0
783,1,6
784,1,17
785,1,14
786,1,17
787,1,0
788,1,0
789,1,1
790,1,4
791,1,8
792,1,0
793,1,0
794,1,0
795,1,2
796,1,7
797,1,23
798,1,2
799,1,3
800,1,4
801,1,1
802,1,1
803,1,0
804,1,0
805,1,4
806,1,6
807,1,0
808,1,1
809,1,1
810,1,2
811,1,0
812,1,2
813,1,0
814,1,0
815,1,0
816,1,5
817,1,3
818,1,2
819,1,0
820,1,4
821,1,1
822,1,8
823,1,1
824,1,6
825,1,4
826,1,5
827,1,2
828,1,4
829,1,0
830,1,0
831,1,0
832,1,3
833,1,4
834,1,0
835,1,3
836,1,3
837,1,2
838,1,0
839,1,17
840,1,0
841,1,29
842,1,8
843,1,0
844,1,0
845,1,7
846,1,5
847,1,3
848,1,2
849,1,0
850,1,25
851,1,1
852,1,0
853,1,13
854,1,15
855,1,0
856,1,0
857,1,11
858,1,3
859,1,2
860,1,2
861,1,1
862,1,4
863,1,5
864,1,0
865,1,1
866,1,10
867,1,9
868,1,2
869,1,2
870,1,6
871,1,9
872,1,2
873,1,3
874,1,2
875,1,3
876,1,1
877,1,15
878,1,8
879,1,4
880,1,0
881,1,0
882,1,1
883,1,0
884,1,3
885,1,2
886,1,3
887,1,0
888,1,0
889,1,0
890,1,0
891,1,8
892,1,0
893,1,3
894,1,12
895,1,0
896,1,23
897,1,6
898,1,1
899,1,7
900,1,0
901,1,1
902,1,0
903,1,1
904,1,1
905,1,1
906,1,2
907,1,6
908,1,16
909,1,5
910,1,6
911,1,0
912,1,10
913,1,2
914,1,0
915,1,2
916,1,3
917,1,10
918,1,4
919,1,0
920,1,0
921,1,20
922,1,29
923,1,10
924,1,3
925,1,18
926,1,1
927,1,2
928,1,0
929,1,3
930,1,0
931,1,9
932,1,3
933,1,18
934,1,5
935,1,7
936,1,12
937,1,7
938,1,2
939,1,2
940,1,1
941,1,19
942,1,2
943,1,1
944,1,7
945,1,7
946,1,3
947,1,6
948,1,0
949,1,1
950,1,1
951,1,8
952,1,0
953,1,16
954,1,0
955,1,7
956,1,5
957,1,4
958,1,4
959,1,3
960,1,3
961,1,1
962,1,18
963,1,0
964,1,16
965,1,0
966,1,0
967,1,9
968,1,1
969,1,1
970,1,2
971,1,0
972,1,12
973,1,9
974,1,0
975,1,0
976,1,1
977,1,7
978,1,12
979,1,2
980,1,0
981,1,8
982,1,31
983,1,4
984,1,0
985,1,5
986,1,1
987,1,0
988,1,4
989,1,6
990,1,0
991,1,0
992,1,3
993,1,1
994,1,3
995,1,4
996,1,8
997,1,1
998,1,18
999,1,2
1000,1,31
1001,1,3
1002,1,1
1003,1,6
1004,1,17
1005,1,0
1006,1,6
1007,1,1
1008,1,7
1009,1,1
1010,1,0
1011,1,16
1012,1,2
1013,1,1
1014,1,4
1015,1,2
1016,1,2
1017,1,1
1018,1,15
1019,1,4
1020,1,1
1021,1,2
1022,1,8
1023,1,0
1024,1,0
1025,1,10
1026,1,1
1027,1,6
1028,1,5
1029,1,20
1030,1,4
1031,1,2
1032,1,0
1033,1,1
1034,1,14
1035,1,2
1036,1,4
1037,1,4
1038,1,0
1039,1,1
1040,1,0
1041,1,0
1042,1,9
1043,1,0
1044,1,6
1045,1,2
1046,1,6
1047,1,1
1048,1,2
1049,1,26
1050,1,4
1051,1,0
1052,1,1
1053,1,1
1054,1,0
1055,1,1
1056,1,7
1057,1,1
1058,1,1
1059,1,12
1060,1,1
1061,1,1
1062,1,0
1063,1,4
1064,1,5
1065,1,7
1066,1,2
1067,1,2
1068,1,21
1069,1,3
1070,1,0
1071,1,21
1072,1,5
1073,1,16
1074,1,1
1075,1,4
1076,1,0
1077,1,1
1078,1,0
1079,1,12
1080,1,0
1081,1,1
1082,1,1
1083,1,3
1084,1,9
1085,1,2
1086,1,1
1087,1,1
1088,1,0
1089,1,0
1090,1,0
1091,1,12
1092,1,17
1093,1,0
1094,1,13
1095,1,2
1096,1,4
1097,1,1
1098,1,0
1099,1,0
1100,1,0
1101,1,0
1102,1,3
1103,1,3
1104,1,2
1105,1,0
1106,1,1
1107,1,6
1108,1,4
1109,1,3
1110,1,2
1111,1,1
1112,1,1
1113,1,0
1114,1,3
1115,1,2
1116,1,0
1117,1,6
1118,1,0
1119,1,0
1120,1,0
1121,1,0
1122,1,4
1123,1,7
1124,1,1
1125,1,3
1126,1,1
1127,1,7
1128,1,5
1129,1,3
1130,1,10
1131,1,2
1132,1,4
1133,1,1
1134,1,1
1135,1,0
1136,1,2
1137,1,4
1138,1,0
1139,1,0
1140,1,0
1141,1,2
1142,1,0
1143,1,0
1144,1,2
1145,1,8
1146,1,0
1147,1,5
1148,1,1
1149,1,5
1150,1,5
1151,1,8
1152,1,17
1153,1,1
1154,1,5
1155,1,1
1156,1,3
1157,1,0
1158,1,19
1159,1,0
1160,1,23
1161,1,3
1162,1,2
1163,1,0
1164,1,0
1165,1,0
1166,1,25
1167,1,2
1168,1,0
1169,1,0
1170,1,9
1171,1,8
1172,1,6
1173,1,4
1174,1,12
1175,1,1
1176,1,9
1177,1,9
1178,1,1
1179,1,0
1180,1,2
1181,1,1
1182,1,28
1183,1,2
1184,1,1
1185,1,1
1186,1,1
1187,1,28
1188,1,0
1189,1,0
1190,1,6
1191,1,7
1192,1,2
1193,1,16
1194,1,0
1195,1,0
1196,1,0
1197,1,28
1198,1,3
1199,1,6
1200,1,26
1201,1,4
1202,1,1
1203,1,24
1204,1,1
1205,1,2
1206,1,0
1207,1,0
1208,1,0
1209,1,1
1210,1,2
1211,1,5
1212,1,17
1213,1,2
1214,1,0
1215,1,1
1216,1,0
1217,1,0
1218,1,5
1219,1,0
1220,1,0
1221,1,12
1222,1,4
1223,1,1
1224,1,8
1225,1,1
1226,1,0
1227,1,14
1228,1,6
1229,1,10
1230,1,1
1231,1,8
1232,1,0
1233,1,9
1234,1,1
1235,1,1
1236,1,2
1237,1,12
1238,1,0
1239,1,11
1240,1,4
1241,1,0
1242,1,3
1243,1,1
1244,1,4
1245,1,3
1246,1,0
1247,1,3
1248,1,2
1249,1,1
1250,1,3
1251,1,2
1252,1,3
1253,1,11
1254,1,6
1255,1,12
1256,1,10
1257,1,0
1258,1,4
1259,1,8
1260,1,0
1261,1,1
1262,1,2
1263,1,1
1264,1,2
1265,1,5
1266,1,1
1267,1,0
1268,1,1
1269,1,1
1270,1,5
1271,1,7
1272,1,3
1273,1,0
1274,1,0
1275,1,1
1276,1,0
1277,1,0
1278,1,16
1279,1,12
1280,1,8
1281,1,8
1282,1,0
1283,1,3
1284,1,3
1285,1,0
1286,1,2
1287,1,0
1288,1,4
1289,1,4
1290,1,3
1291,1,0
1292,1,3
1293,1,8
1294,1,6
1295,1,7
1296,1,0
1297,1,7
1298,1,3
1299,1,2
1300,1,1
1301,1,0
1302,1,0
1303,1,9
1304,1,4
1305,1,3
1306,1,1
1307,1,0
1308,1,1
1309,1,0
1310,1,3
1311,1,15
1312,1,2
1313,1,4
1314,1,22
1315,1,1
1316,1,0
1317,1,3
1318,1,0
1319,1,7
1320,1,8
1321,1,22
1322,1,4
1323,1,9
1324,1,5
1325,1,2
1326,1,1
1327,1,0
1328,1,1
1329,1,6
1330,1,9
1331,1,0
1332,1,12
1333,1,10
1334,1,0
1335,1,0
1336,1,0
1337,1,3
1338,1,2
1339,1,0
1340,1,0
1341,1,16
1342,1,4
1343,1,5
1344,1,11
1345,1,0
1346,1,3
1347,1,3
1348,1,22
1349,1,8
1350,1,0
1351,1,0
1352,1,10
1353,1,2
1354,1,2
1355,1,6
1356,1,11
1357,1,22
1358,1,2
1359,1,0
1360,1,9
1361,1,12
1362,1,4
1363,1,0
1364,1,33
1365,1,12
1366,1,0
1367,1,0
1368,1,21
1369,1,3
1370,1,0
1371,1,0
1372,1,11
1373,1,1
1374,1,1
1375,1,1
1376,1,2
1377,1,4
1378,1,7
1379,1,0
1380,1,3
1381,1,2
1382,1,0
1383,1,8
1384,1,1
1385,1,8
1386,1,5
1387,1,0
1388,1,6
1389,1,0
1390,1,1
1391,1,14
1392,1,0
1393,1,7
1394,1,0
1395,1,3
1396,1,10
1397,1,4
1398,1,6
1399,1,2
1400,1,0
1401,2,0
1402,2,10
1403,2,1
1404,2,0
1405,2,0
1406,2,11
1407,2,3
1408,2,14
1409,2,5
1410,2,4
1411,2,12
1412,2,10
1413,2,2
1414,2,0
1415,2,4
1416,2,0
1417,2,9
1418,2,13
1419,2,3
1420,2,1
1421,2,0
1422,2,0
1423,2,4
1424,2,13
1425,2,1
1426,2,19
1427,2,1
1428,2,7
1429,2,2
1430,2,0
1431,2,8
1432,2,0
1433,2,9
1434,2,0
1435,2,5
1436,2,1
1437,2,7
1438,2,2
1439,2,0
1440,2,3
1441,2,0
1442,2,3
1443,2,0
1444,2,12
1445,2,1
1446,2,2
1447,2,2
1448,2,8
1449,2,1
1450,2,5
1451,2,7
1452,2,0
1453,2,0
1454,2,0
1455,2,19
1456,2,4
1457,2,1
1458,2,11
1459,2,2
1460,2,1
1461,2,9
1462,2,2
1463,2,1
1464,2,6
1465,2,16
1466,2,9
1467,2,0
1468,2,4
1469,2,20
1470,2,21
1471,2,15
1472,2,4
1473,2,19
1474,2,5
1475,2,1
1476,2,0
1477,2,20
1478,2,8
1479,2,4
1480,2,0
1481,2,25
1482,2,0
1483,2,2
1484,2,3
1485,2,0
1486,2,0
1487,2,7
1488,2,0
1489,2,7
1490,2,18
1491,2,5
1492,2,1
1493,2,1
1494,2,0
1495,2,2
1496,2,1
1497,2,1
1498,2,0
1499,2,0
1500,2,0
1501,2,5
1502,2,3
1503,2,1
1504,2,5
1505,2,0
1506,2,31
1507,2,0
1508,2,0
1509,2,1
1510,2,10
1511,2,1
1512,2,0
1513,2,0
1514,2,2
1515,2,2
1516,2,0
1517,2,0
1518,2,16
1519,2,0
1520,2,4
1521,2,1
1522,2,4
1523,2,22
1524,2,0
1525,2,7
1526,2,7
1527,2,0
1528,2,4
1529,2,1
1530,2,12
1531,2,0
1532,2,0
1533,2,1
1534,2,1
1535,2,1
1536,2,27
1537,2,4
1538,2,0
1539,2,2
1540,2,11
1541,2,2
1542,2,2
1543,2,8
1544,2,1
1545,2,0
1546,2,0
1547,2,1
1548,2,1
1549,2,11
1550,2,4
1551,2,5
1552,2,5
1553,2,3
1554,2,13
1555,2,12
1556,2,0
1557,2,6
1558,2,0
1559,2,2
1560,2,0
1561,2,3
1562,2,16
1563,2,0
1564,2,1
1565,2,3
1566,2,1
1567,2,0
1568,2,6
1569,2,2
1570,2,6
1571,2,2
1572,2,10
1573,2,0
1574,2,7
1575,2,1
1576,2,7
1577,2,2
1578,2,0
1579,2,4
1580,2,5
1581,2,0
1582,2,3
1583,2,19
1584,2,4
1585,2,0
1586,2,6
1587,2,5
1588,2,0
1589,2,4
1590,2,2
1591,2,0
1592,2,6
1593,2,19
1594,2,0
1595,2,0
1596,2,0
1597,2,21
1598,2,0
1599,2,10
1600,2,1
1601,2,0
1602,2,0
1603,2,7
1604,2,0
1605,2,0
1606,2,1
1607,2,14
1608,2,6
1609,2,0
1610,2,7
1611,2,0
1612,2,2
1613,2,0
1614,2,0
1615,2,1
1616,2,1
1617,2,5
1618,2,8
1619,2,5
1620,2,1
1621,2,3
1622,2,6
1623,2,1
1624,2,1
1625,2,1
1626,2,24
1627,2,0
1628,2,3
1629,2,0
1630,2,4
1631,2,2
1632,2,28
1633,2,5
1634,2,0
1635,2,1
1636,2,0
1637,2,1
1638,2,17
1639,2,0
1640,2,3
1641,2,2
1642,2,2
1643,2,0
1644,2,11
1645,2,5
1646,2,2
1647,2,1
1648,2,0
1649,2,5
1650,2,8
1651,2,4
1652,2,5
1653,2,1
1654,2,0
1655,2,7
1656,2,4
1657,2,12
1658,2,11
1659,2,0
1660,2,1
1661,2,7
1662,2,2
1663,2,13
1664,2,5
1665,2,5
1666,2,19
1667,2,13
1668,2,13
1669,2,0
1670,2,7
1671,2,1
1672,2,0
1673,2,0
1674,2,1
1675,2,5
1676,2,17
1677,2,5
1678,2,15
1679,2,4
1680,2,5
1681,2,3
1682,2,0
1683,2,0
1684,2,1
1685,2,3
1686,2,4
1687,2,2
1688,2,3
1689,2,8
1690,2,4
1691,2,1
1692,2,0
1693,2,6
1694,2,1
1695,2,7
1696,2,0
1697,2,2
1698,2,3
1699,2,1
1700,2,8
1701,2,0
1702,2,0
1703,2,7
1704,2,0
1705,2,0
1706,2,3
1707,2,5
1708,2,6
1709,2,5
1710,2,3
1711,2,4
1712,2,0
1713,2,3
1714,2,1
1715,2,0
1716,2,0
1717,2,2
1718,2,5
1719,2,5
1720,2,0
1721,2,9
1722,2,3
1723,2,1
1724,2,0
1725,2,0
1726,2,5
1727,2,0
1728,2,1
1729,2,0
1730,2,12
1731,2,7
1732,2,1
1733,2,13
1734,2,1
1735,2,7
1736,2,5
1737,2,1
1738,2,4
1739,2,2
1740,2,8
1741,2,2
1742,2,0
1743,2,7
1744,2,0
1745,2,0
1746,2,0
1747,2,0
1748,2,3
1749,2,8
1750,2,3
1751,2,0
1752,2,2
1753,2,0
1754,2,1
1755,2,0
1756,2,5
1757,2,2
1758,2,2
1759,2,2
1760,2,10
1761,2,4
1762,2,1
1763,2,7
1764,2,4
1765,2,10
1766,2,1
1767,2,0
1768,2,4
1769,2,8
1770,2,0
1771,2,0
1772,2,0
1773,2,0
1774,2,15
1775,2,2
1776,2,2
1777,2,26
1778,2,0
1779,2,2
1780,2,0
1781,2,6
1782,2,1
1783,2,26
1784,2,4
1785,2,14
1786,2,4
1787,2,2
1788,2,8
1789,2,4
1790,2,2
1791,2,1
1792,2,3
1793,2,0
1794,2,4
1795,2,0
1796,2,3
1797,2,13
1798,2,0
1799,2,2
1800,2,0
1801,2,6
1802,2,7
1803,2,2
1804,2,0
1805,2,0
1806,2,26
1807,2,1
1808,2,14
1809,2,0
1810,2,0
1811,2,1
1812,2,0
1813,2,0
1814,2,1
1815,2,1
1816,2,1
1817,2,1
1818,2,0
1819,2,0
1820,2,2
1821,2,10
1822,2,2
1823,2,1
1824,2,4
1825,2,0
1826,2,5
1827,2,0
1828,2,4
1829,2,8
1830,2,1
1831,2,0
1832,2,1
1833,2,10
1834,2,0
1835,2,0
1836,2,6
1837,2,0
1838,2,10
1839,2,1
1840,2,10
1841,2,0
1842,2,18
1843,2,2
1844,2,6
1845,2,15
1846,2,2
1847,2,10
1848,2,0
1849,2,5
1850,2,0
1851,2,8
1852,2,0
1853,2,1
1854,2,6
1855,2,17
1856,2,2
1857,2,8
1858,2,0
1859,2,0
1860,2,0
1861,2,5
1862,2,3
1863,2,4
1864,2,1
1865,2,0
1866,2,0
1867,2,0
1868,2,0
1869,2,3
1870,2,3
1871,2,7
1872,2,0
1873,2,17
1874,2,5
1875,2,2
1876,2,0
1877,2,0
1878,2,1
1879,2,1
1880,2,6
1881,2,10
1882,2,0
1883,2,21
1884,2,13
1885,2,0
1886,2,0
1887,2,2
1888,2,23
1889,2,5
1890,2,0
1891,2,1
1892,2,2
1893,2,0
1894,2,4
1895,2,0
1896,2,2
1897,2,0
1898,2,2
1899,2,3
1900,2,6
1901,2,4
1902,2,3
1903,2,11
1904,2,3
1905,2,2
1906,2,0
1907,2,2
1908,2,3
1909,2,2
1910,2,0
1911,2,13
1912,2,0
1913,2,3
1914,2,1
1915,2,3
1916,2,13
1917,2,0
1918,2,23
1919,2,6
1920,2,0
1921,2,9
1922,2,1
1923,2,0
1924,2,7
1925,2,6
1926,2,8
1927,2,7
1928,2,0
1929,2,2
1930,2,3
1931,2,8
1932,2,5
1933,2,1
1934,2,18
1935,2,1
1936,2,2
1937,2,8
1938,2,0
1939,2,1
1940,2,3
1941,2,4
1942,2,5
1943,2,4
1944,2,19
1945,2,31
1946,2,2
1947,2,7
1948,2,3
1949,2,14
1950,2,10
1951,2,0
1952,2,0
1953,2,1
1954,2,9
1955,2,1
1956,2,10
1957,2,2
1958,2,3
1959,2,0
1960,2,0
1961,2,9
1962,2,0
1963,2,24
1964,2,1
1965,2,1
1966,2,0
1967,2,1
1968,2,4
1969,2,3
1970,2,0
1971,2,3
1972,2,2
1973,2,3
1974,2,0
1975,2,0
1976,2,5
1977,2,0
1978,2,0
1979,2,0
1980,2,0
1981,2,0
1982,2,3
1983,2,2
1984,2,0
1985,2,16
1986,2,9
1987,2,3
1988,2,3
1989,2,0
1990,2,0
1991,2,2
1992,2,3
1993,2,0
1994,2,0
1995,2,0
1996,2,2
1997,3,5
1998,3,5
1999,3,1
2000,3,0
2001,3,10
2002,3,1
2003,3,0
2004,3,4
2005,3,1
2006,3,0
2007,3,14
2008,3,16
2009,3,13
2010,3,0
2011,3,9
2012,3,5
2013,3,20
2014,3,0
2015,3,0
2016,3,3
2017,3,1
2018,3,4
2019,3,5
2020,3,1
2021,3,1
2022,3,0
2023,3,5
2024,3,0
2025,3,0
2026,3,3
2027,3,4
2028,3,3
2029,3,0
2030,3,12
2031,3,7
2032,3,0
2033,3,1
2034,3,5
2035,3,0
2036,3,3
2037,3,4
2038,3,10
2039,3,2
2040,3,3
2041,3,0
2042,3,6
2043,3,1
2044,3,4
2045,3,0
2046,3,5
2047,3,0
2048,3,3
2049,3,0
2050,3,5
2051,3,0
2052,3,0
2053,3,0
2054,3,1
2055,3,4
2056,3,6
2057,3,1
2058,3,0
2059,3,3
2060,3,3
2061,3,9
2062,3,1
2063,3,0
2064,3,15
2065,3,13
2066,3,6
2067,3,1
2068,3,4
2069,3,4
2070,3,9
2071,3,6
2072,3,9
2073,3,1
2074,3,21
2075,3,0
2076,3,12
2077,3,6
2078,3,3
2079,3,4
2080,3,3
2081,3,0
2082,3,24
2083,3,0
2084,3,1
2085,3,0
2086,3,0
2087,3,20
2088,3,1
2089,3,17
2090,3,1
2091,3,1
2092,3,0
2093,3,15
2094,3,0
2095,3,0
2096,3,4
2097,3,2
2098,3,0
2099,3,8
2100,3,18
2101,3,0
2102,3,11
2103,3,1
2104,3,1
2105,3,7
2106,3,1
2107,3,0
2108,3,0
2109,3,0
2110,3,1
2111,3,12
2112,3,2
2113,3,2
2114,3,17
2115,3,9
2116,3,5
2117,3,11
2118,3,2
2119,3,1
2120,3,0
2121,3,1
2122,3,31
2123,3,4
2124,3,4
2125,3,19
2126,3,1
2127,3,0
2128,3,5
2129,3,10
2130,3,15
2131,3,13
2132,3,2
2133,3,19
2134,3,1
2135,3,0
2136,3,0
2137,3,1
2138,3,0
2139,3,1
